ID,Text,Entities,Relations
33503,	论坛还举行了“媒体智库眼中的亚太区域”圆桌会议。泰国前驻华大使毕力亚、泰国外交部国际关系研究中心主任阿努颂、泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷、博仁大学校长达丽卡、朱拉隆功大学东盟研究中心主任比迪等与会。,国家(25-27): 泰国; 人物(25-35): 泰国前驻华大使毕力亚; 机构(36-49): 泰国外交部国际关系研究中心; 国家(36-38): 泰国; 人物(36-54): 泰国外交部国际关系研究中心主任阿努颂; 国家(55-57): 泰国; 机构(55-70): 泰国国家研究院泰中战略研究中心; 人物(55-82): 泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷; 机构(83-87): 博仁大学; 人物(83-92): 博仁大学校长达丽卡; 机构(93-105): 朱拉隆功大学东盟研究中心; 人物(93-109): 朱拉隆功大学东盟研究中心主任比迪,"国家-机构<泰国,泰国外交部国际关系研究中心>; 国家-人物<泰国,泰国外交部国际关系研究中心主任阿努颂>; 机构-人物<泰国外交部国际关系研究中心,泰国外交部国际关系研究中心主任阿努颂>; 国家-人物<泰国,泰国前驻华大使毕力亚>; 国家-人物<泰国,泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷>; 机构-人物<泰国国家研究院泰中战略研究中心,泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷>; 机构-人物<博仁大学,博仁大学校长达丽卡>; 机构-人物<朱拉隆功大学东盟研究中心,朱拉隆功大学东盟研究中心主任比迪>"
33515,新华社北京9月14日电 外交部发言人毛宁14日宣布：国务院总理李强将于9月17日出席在广西南宁举行的第20届中国—东盟博览会和中国—东盟商务与投资峰会开幕式并致辞。,人物(26-33): 国务院总理李强; 机构(12-15): 外交部; 人物(12-20): 外交部发言人毛宁; 机构(26-29): 国务院; 国家(54-56): 中国; 国家(57-59): 东盟; 国家(63-65): 中国; 国家(66-68): 东盟,"机构-人物<外交部,外交部发言人毛宁>; 机构-人物<国务院,国务院总理李强>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33533,当地时间11月17日上午，亚太经合组织第三十次领导人非正式会议在美国旧金山莫斯科尼中心举行。国家主席习近平出席会议并发表题为《坚守初心 团结合作 携手共促亚太高质量增长》的重要讲话。,机构(13-19): 亚太经合组织; 国家(32-34): 美国; 人物(46-53): 国家主席习近平,"国家-机构<美国,亚太经合组织>; 机构-人物<亚太经合组织,国家主席习近平>"
33545,南宁是距离东盟国家最近的省会城市，具备公铁海空多维度联通东盟的交通枢纽优势，形成了联通东盟最快速便捷的“南宁渠道”。目前，南宁机场已开通国际地区航线23条，通达东盟10个国家；开行中越、中欧、南宁国际铁路港—北部湾港等班列；世纪工程平陆运河全线动工建设，2027年建成后南宁出海仅100多公里，比经广东出海缩短560多公里。目前有6个东盟国家在南宁设有使领馆，为中国与东盟国家的高层互访、经贸往来和人文交流构建起了一系列国际合作机制。,国家(5-9): 东盟国家; 国家(80-87): 东盟10个国家; 国家(90-91): 中; 国家(91-92): 越; 国家(93-94): 中; 国家(94-95): 欧; 国家(167-171): 东盟国家; 国家(181-183): 中国; 国家(184-188): 东盟国家,"国家间<中,越>; 国家间<中,欧>; 国家间<中国,东盟国家>"
33557,					亚太经合组织第二十九次领导人非正式会议主会场——泰国曼谷诗丽吉王后国家会议中心。,机构(5-11): 亚太经合组织; 国家(29-31): 泰国,"国家-机构<泰国,亚太经合组织>"
33563,	“大量中国企业立足泰国，辐射东南亚，为产业链供应链互联互通打下坚实基础。”泰中罗勇工业园总裁赵斌介绍，工业园地处泰国“东部经济走廊”核心区域，是中泰两国政府合作示范园区，也是中国首批境外经贸合作区之一，至今已吸引近180家企业入驻，涵盖汽摩配、新能源、新材料、智能家居、机械电子等产业。工业园带动中国企业对泰投资超43亿美元，累计工业总产值超240亿美元。目前，园区内有当地员工4.5万余人，全部开发后将为泰国创造多达10万个就业岗位。,国家(4-6): 中国; 国家(10-12): 泰国; 机构(38-45): 泰中罗勇工业园; 人物(38-49): 泰中罗勇工业园总裁赵斌; 国家(57-59): 泰国; 国家(73-74): 中; 国家(74-75): 泰; 国家(88-90): 中国; 国家(149-151): 中国; 国家(154-155): 泰; 国家(204-206): 泰国,"国家间<中国,泰国>; 机构-人物<泰中罗勇工业园,泰中罗勇工业园总裁赵斌>; 国家间<中,泰>; 国家间<中国,泰>"
33569,	“双11”，这个在中国兴起的网络购物节，如今已经“出口”海外，率先在亚太地区发展起来。根据“来赞达”泰国公布的数据报告，今年“双11”活动开始两小时后，泰国所有电商平台的销售额总体增长了20倍。在整个东南亚地区，促销活动开始11分钟后，“来赞达”平台上约100万东南亚卖家的销售总额增长了124倍。,国家(35-39): 亚太地区; 国家(10-12): 中国; 国家(51-53): 泰国; 国家(77-79): 泰国,
33575,	今年1月1日，RCEP正式生效实施，成员包括东盟10个国家与中国、日本、韩国、澳大利亚、新西兰等共计15个国家，覆盖世界约30%的人口和贸易量。RCEP成员携手构建起全球最大自贸区，开启了亚太区域一体化发展新阶段。区域国家企业积极利用关税减让、原产地累积规则、贸易便利化等，获得了实实在在的收益。,机构(8-12): RCEP; 国家(23-30): 东盟10个国家; 国家(31-33): 中国; 国家(34-36): 日本; 国家(37-39): 韩国; 国家(40-44): 澳大利亚; 国家(45-48): 新西兰; 国家(73-79): RCEP成员; 国家(95-97): 亚太,"国家-机构<东盟10个国家,RCEP>; 国家-机构<中国,RCEP>; 国家-机构<日本,RCEP>; 国家-机构<韩国,RCEP>; 国家-机构<澳大利亚,RCEP>; 国家-机构<新西兰,RCEP>"
33587,9月15日，第20届中国—东盟博览会、中国—东盟商务与投资峰会新闻吹风会介绍，第20届东博会和峰会将于9月16—19日在南宁举办。本届盛会的主题是“和合共生建家园 命运与共向未来——推动‘一带一路’高质量发展和打造经济增长中心”，其间将举办开幕式、东博会和峰会20周年成果展、第三届RCEP经贸合作工商高峰论坛等活动。,国家(10-12): 中国; 国家(13-15): 东盟; 国家(19-21): 中国; 国家(22-24): 东盟; 机构(141-145): RCEP,"国家间<中国,东盟>; 国家间<中国,东盟>"
33593,人民网南宁11月18日电 11月17日，第四届中国—东盟高校研究生文艺理论研讨会暨广西文艺评论年度推优颁奖典礼在广西南宁市成功举办。会议以“中国式现代化的文艺创新与实践”为主题，广邀学界同仁，深入思考并讨论如何构建具有现代视野的中国文艺理论，以及如何实现文艺理论研究的中外融通等重要话题。,国家(23-25): 中国; 国家(26-28): 东盟,"国家间<中国,东盟>"
33599,研讨会上，来自中国与东盟各大高校的专家学者们共同参会围绕“中国式现代化的文艺创新与实践”这一主题作主旨发言。,国家(7-9): 中国; 国家(10-12): 东盟; 国家(29-31): 中国,"国家间<中国,东盟>"
33605,很高兴和大家相聚在雅加达。感谢佐科总统和印尼政府为会议所作的精心准备和周到安排，欢迎东盟观察员东帝汶夏纳纳总理与会，我期待与各位新老朋友深入交流。,国家(20-22): 印尼; 国家(47-50): 东帝汶; 人物(47-55): 东帝汶夏纳纳总理; 国家(42-44): 东盟; 人物(15-19): 佐科总统,"国家-人物<印尼,佐科总统>; 国家-人物<东帝汶,东帝汶夏纳纳总理>"
33611,中国和东盟取得今天的合作成果，很重要的原因在于：我们都对苦难有着更深切的理解，对和平有着更执着的追求，对发展有着更强烈的渴望，也对维护地区稳定有着更务实的行动。只要我们继续坚守正确的道路，无论未来经历怎样的风雨，中国和东盟的合作都将牢不可破、行稳致远，我们各自也能够在合作中实现更大的发展进步。,国家(0-2): 中国; 国家(3-5): 东盟; 国家(106-108): 中国; 国家(109-111): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>"
33617,第四，携手扩大人文交流。中国愿与东盟持续筑牢双方关系的民意基础，一道落实全球文明倡议，以明年共同举办“中国东盟人文交流年”为契机，进一步加强文化、旅游、培训、青年等领域交流，不断深化文明交融、民心相通。未来3年，中方将在东盟国家建设10所“中国－东盟现代工匠学院”，继续开展“未来之桥”中国－东盟青年领导人研修计划，还将启动“万人研修研讨计划”，为东盟国家培养1万名治国理政、反腐倡廉和绿色发展等领域人才。,国家(12-14): 中国; 国家(16-18): 东盟; 国家(51-53): 中国; 国家(53-55): 东盟; 国家(106-108): 中方; 国家(110-114): 东盟国家; 国家(120-122): 中国; 国家(123-125): 东盟; 国家(143-145): 中国; 国家(146-148): 东盟; 国家(174-178): 东盟国家,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中方,东盟国家>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33623,一是行业成果集中展示。中国—东盟人力资源服务博览会立足中国和东盟国家的经济发展水平、产业结构、行业特点设置展览内容，高度集中展示近年来中国—东盟优质的人力资源服务机构，全面总结人力资源服务行业在人才引进、人才培育、人才交流与合作等方面的发展成果，各省份也将充分利用这个平台，深化交流、加强合作，推动中国—东盟人力资源创新合作和互利共赢。,国家(11-13): 中国; 国家(14-16): 东盟; 国家(27-29): 中国; 国家(30-34): 东盟国家; 国家(67-69): 中国; 国家(70-72): 东盟; 国家(149-151): 中国; 国家(152-154): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟国家>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33629,　　（二）领航：“这个地球容得下中美两国。中美各自的成功是彼此的机遇。”,国家(16-17): 中; 国家(17-18): 美; 国家(21-22): 中; 国家(22-23): 美,"国家间<中,美>; 国家间<中,美>"
33635,7月12日上午，日本航空自卫队出动4架战机与美军3架飞机在九州以西空域进行“对抗措施”训练。日本防卫省公布日美7架军机编队飞行的画面，声称“联合训练确认了自卫队与美军的即时响应机制，进一步提升了双方遏制力和应对能力”。7月13日，日本4架战机与美军2架轰炸机继续在九州以西空域进行训练。7月16日，日本海上自卫队“摩耶”号、韩国海军“栗谷李珥”号和美国海军“约翰·芬恩”号3艘宙斯盾驱逐舰在日本海举行演习，重点演练联合侦测、追踪对手导弹并共享相关情报等课目。这是继4月17日之后，美日韩3国宙斯盾舰再次在日本海举行反导情报共享方面的联合训练。,国家(8-10): 日本; 国家(22-23): 美; 国家(46-48): 日本; 机构(46-51): 日本防卫省; 国家(81-82): 美; 国家(115-117): 日本; 国家(122-123): 美; 国家(195-197): 日本; 国家(162-164): 韩国; 国家(149-151): 日本; 国家(240-241): 美; 国家(241-242): 日; 国家(242-243): 韩; 国家(252-254): 日本,"国家间<美,日本>; 国家-机构<日本,日本防卫省>; 国家间<日本,美>; 国家间<日本,韩国>"
33641,据悉，本届峰会上，中国贸促会将中国—东盟商务理事会机制落户广西，旨在积极发挥中国—东盟商务与投资峰会平台作用，做实用好中国—东盟商务理事会机制，实现两者双向赋能，将进一步完善峰会平台和机制建设，积极促进中国与东盟工商界开展机制性对话和合作，实现峰会升级发展，推动中国—东盟自贸区3.0版建设和大湄公河次区域经济合作。（简文湘 谢欣怡 付华周）,国家(15-17): 中国; 国家(18-20): 东盟; 机构(15-25): 中国—东盟商务理事会; 国家(38-40): 中国; 国家(41-43): 东盟; 国家(59-61): 中国; 国家(62-64): 东盟; 机构(59-69): 中国—东盟商务理事会; 国家(101-103): 中国; 国家(104-106): 东盟; 国家(131-133): 中国; 国家(134-136): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>"
