Entity,Relation,Sentiment
东盟各国全国性工商会领导人,"国家-机构<印尼,印尼工商会>",positive
本国国内知名企业家、专家,"国家-机构<老挝,老挝国家工商会>",positive
中国,"国家-机构<马来西亚,马来西亚全国总商会>",positive
东盟,"国家-机构<缅甸工商会联合会,缅甸>",positive
中国,"国家-机构<菲律宾,菲律宾工商总会>",positive
东盟,"国家-机构<新加坡,新加坡工商联合总会>",positive
东盟,"国家-机构<泰国,泰国工业联合会>",positive
中国贸促会,"国家-机构<越南,越南工商会>",positive
中方,"国家-机构<中方,世贸组织（WTO>",positive
世贸组织（WTO,"机构间<WTO,APEC>",positive
APEC,"国家-机构<APEC,APEC各经济体>",positive
WTO,"国家间<中方,APEC各经济体>",positive
中方,"国家-机构<中方,WTO>",positive
中国,"国家间<中国,东盟>",positive
东盟,"机构-人物<广西交通运输厅,广西交通运输厅有关负责人>",positive
广西交通运输厅,"国家间<中国,东盟>",positive
广西交通运输厅有关负责人,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
泰国,"国家-人物<	泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖,泰国>",positive
泰国智库克朗邦雅国家战略研究所,"机构-人物<泰国智库克朗邦雅国家战略研究所,	泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖>",positive
泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖,"国家-机构<泰国,泰国智库克朗邦雅国家战略研究所>",positive
亚太,"国家-人物<	泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖,亚太>",positive
亚太,"国家间<亚太,亚太>",positive
中国,"国家间<中国,所有国家>",positive
所有国家,"国家间<世界,中国>",positive
中国,"国家间<亚太,中国>",positive
中国,"国家-人物<中国,习近平主席>",positive
世界,"国家间<中国,各方>",positive
马来西亚,"国家间<中国,东盟>",neutral
习近平,"国家间<广大发展中国家,中国>",positive
中国,"国家间<中国,各方>",positive
中国,"国家-人物<中国,习近平>",positive
王毅,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<亚太,亚太>",positive
中国,"国家-机构<中国,中国国际问题研究院美国研究所>",positive
中国国际问题研究院美国研究所,"国家-人物<中国,中国国际问题研究院美国研究所副所长 苏晓晖>",positive
中国国际问题研究院美国研究所副所长 苏晓晖,"机构-人物<中国国际问题研究院美国研究所,中国国际问题研究院美国研究所副所长 苏晓晖>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
中国国际问题研究院美国研究所副所长,"国家-机构<中国,中国国际问题研究院美国研究所副所长>",positive
中国,"国家-人物<中国,中国国际问题研究院美国研究所副所长 苏晓晖>",positive
中国国际问题研究院美国研究所副所长 苏晓晖,"机构-人物<中国国际问题研究院美国研究所副所长,中国国际问题研究院美国研究所副所长 苏晓晖>",positive
中,"国家间<中,美>",positive
美,"国家-人物<美方,习主席>",positive
习主席,"国家间<中,美>",positive
中国国际问题研究院美国研究所,"国家间<世界各国,中国>",positive
泰国,"国家-人物<泰国,泰国朱拉隆功大学副校长凯瓦莉·查特达隆>",positive
泰国朱拉隆功大学副校长凯瓦莉·查特达隆,"机构-人物<西南大学,西南大学副校长崔延强>",positive
泰国朱拉隆功大学,"机构-人物<北京大学研究生院,北京大学研究生院副院长杨立华>",positive
西南大学,"机构-人物<厦门大学研究生院,厦门大学研究生院副院长兼培养与管理办公室主任杨柳>",positive
西南大学副校长崔延强,"机构-人物<贵州师范大学,贵州师范大学副校长周良书>",positive
北京大学研究生院,"国家-机构<中国,东盟>",positive
中国,"国家-机构<中国,东盟>",positive
东盟,"国家间<中国,老挝>",positive
老挝,"国家间<中国,泰国>",positive
老挝,"国家间<中国,老挝>",positive
中国,"国家-机构<中国,东盟>",neutral
东帝汶,"国家-人物<东帝汶,东帝汶留学生朵拉>",positive
东帝汶留学生朵拉,"国家-人物<东帝汶,朵拉>",positive
中国,"国家-机构<中国,东盟>",positive
东盟,"国家间<中国,越南>",positive
越南,"国家间<中国,新加坡>",positive
新加坡,"国家间<中国,马来西亚>",positive
马来西亚,"国家间<中国,菲律宾>",positive
菲律宾,"国家间<中国,老挝>",positive
东盟,"国家-机构<中国,东盟>",positive
中国,"国家-机构<中国,东盟>",positive
中国,"国家-机构<中国,东盟>",positive
东盟,"机构-人物<广西文联,东西>",positive
中国,"机构-人物<广西作家协会,东西>",positive
亚太,"国家间<各方,亚太>",positive
习近平主席,"机构-人物<习近平主席,亚太经合组织>",positive
亚太,"国家间<亚太各方,亚太>",positive
亚太各方,"国家间<亚太乃至世界,中国>",positive
亚太各方,"国家-机构<亚太各方,世界贸易组织>",positive
世界贸易组织,"国家间<中国,各方>",positive
亚太各方,"国家间<亚太,亚太各方>",positive
中国,"国家间<亚太,中国>",positive
亚太各方,"国家-人物<习近平主席,各方>",positive
亚太各方,"国家间<亚太各方,亚太>",positive
亚太经合组织,,neutral
中华人民共和国主席 习近平,,neutral
中华人民共和国,,neutral
亚太经合组织,,positive
亚太地区,"国家间<亚太成员,亚太地区>",positive
亚太地区,"国家间<亚太,亚太地区>",neutral
亚太地区,"国家间<亚太地区,亚太地区>",neutral
亚太各经济体,"国家-机构<亚太各经济体,亚太经合组织>",positive
亚太经合组织,"国家间<亚太地区,亚太各经济体>",positive
亚太地区,"国家间<亚太地区,亚太>",neutral
亚太地区,"国家间<亚太,亚太地区>",positive
亚太,"国家间<各经济体,亚太>",positive
亚太区域,"国家间<亚太,亚太区域>",positive
联合国,"国家-机构<亚太,联合国>",positive
亚太,"国家间<亚太,亚太>",positive
发展中经济体,"国家间<亚太发达经济体,发展中经济体>",positive
亚太经合组织,"国家-机构<亚太,亚太经合组织>",positive
世贸组织,"国家-机构<亚太,世贸组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
中国,"国家-机构<亚太,亚太经合组织>",positive
亚太,"国家间<亚太地区,亚太>",positive
中国,"国家间<亚太,	中国>",positive
亚太,"国家间<亚太经济体,中国>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家间<中国,100多个国家>",positive
中国,"国家-机构<中国,国际组织>",positive
中国,"国家间<中国,各方>",positive
世界各国,"国家间<中国,世界各国>",positive
中国,"国家间<中国,国际社会>",positive
国际社会,"国家间<中国,各方>",positive
亚太经合组织,"国家间<泰国,亚太地区>",positive
亚太经合组织,"国家-人物<亚太经合组织高官会主席他尼·通帕迪,亚太>",positive
亚太经合组织高官会主席他尼·通帕迪,"机构-人物<他尼·通帕迪,亚太经合组织>",positive
他尼,"国家-人物<亚太地区,他尼>",positive
泰国,"国家-人物<泰国,巴育总理>",positive
巴育总理,"国家-人物<我谨,泰国>",positive
亚太区域,"国家间<亚太,亚太区域>",positive
中国,"国家间<亚太,亚太>",positive
亚太经合组织,"国家-机构<亚太,亚太经合组织>",positive
亚太经合组织,"国家间<亚太,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家-人物<习近平主,亚太>",positive
习近平主,"国家间<各方,亚太>",positive
亚太,"国家-机构<亚太,世界贸易组织>",positive
各方,"国家-机构<各国,联合国>",positive
亚太,"国家间<中国,亚太>",positive
亚太,"国家-机构<中国,亚太经合组织>",positive
中国,"国家间<中国,亚太>",positive
亚太经合组织,"国家-机构<中国,亚太经合组织>",positive
中国,"机构-人物<外文局亚太传播中心,陈文戈>",neutral
副主任于文,"机构-人物<战略研究部,张雪松>",neutral
战略研究部,"机构-人物<外文局亚太传播中心,副主任于文>",neutral
陈文戈,"机构-人物<国际网络传播部,郝俊杰>",neutral
外文局亚太传播中心,"机构-人物<国际网络传播部,陈卫明>",neutral
张雪松,"机构-人物<亚太大数据(舆情)中心,李依伦>",neutral
国际网络传播部,"机构-人物<亚太大数据(舆情)中心,副主任陈学成>",neutral
郝俊杰,"机构-人物<黄运松,亚太大数据(舆情)中心>",neutral
陈卫明,"机构-人物<亚太大数据(舆情)中心,徐伟>",neutral
陈文戈,"机构-人物<亚太大数据(舆情)中心,陈文戈>",positive
亚太大数据(舆情)中心,"国家-机构<亚太,亚太大数据(舆情)中心>",positive
亚太大数据(舆情)中心,"机构-人物<亚太大数据(舆情)中心,亚太大数据(舆情)中心运营团队>",positive
亚太经合组织,"机构-人物<国家网信办,国家网信办副主任曹淑敏>",positive
国家网信办,"机构-人物<江苏省委常委、省委宣传部,江苏省委常委、省委宣传部部长张爱军>",positive
国家网信办副主任曹淑敏,"国家-机构<印度尼西亚,印度尼西亚经济统筹部>",positive
江苏省委常委、省委宣传部部长张爱军,"机构-人物<印度尼西亚经济统筹部,穆罕默德·鲁迪·萨拉赫丁>",positive
江苏省委常委、省委宣传部,"国家-机构<泰国,泰国数字经济和社会部>",positive
印度尼西亚,"机构-人物<泰国数字经济和社会部,纽因·乔奇亚西普>",positive
印度尼西亚经济统筹部,"国家-机构<中国,中国香港特区政府创新科技及工业局>",positive
穆罕默德·鲁迪·萨拉赫丁,"机构-人物<中国香港特区政府创新科技及工业局,孙东>",positive
曹淑敏,"国家间<中国,亚太各方>",positive
穆罕默德·鲁迪·萨拉赫丁,"国家-人物<印尼,穆罕默德·鲁迪·萨拉赫丁>",positive
印尼,"国家间<印尼,中国>",positive
纽因·乔奇亚西普,"国家-人物<中国,纽因·乔奇亚西普>",positive
中国,"国家间<泰,中>",positive
中方,"国家-机构<亚太地区,亚太经合组织>",positive
西班牙,"国家-机构<西班牙,北约>",negative
北约,"国家-机构<日本,北约>",negative
北约,"国家-机构<韩国,北约>",negative
日本,"国家-机构<澳大利亚,北约>",negative
韩国,"国家-机构<新西兰,北约>",negative
澳大利亚,"国家-机构<中国,北约>",negative
新西兰,"国家-机构<中国,北约>",negative
北约,"国家-机构<亚太,北约>",positive
亚太,"国家-机构<美国,北约>",positive
美国,"国家间<美国,亚太地区>",positive
韩国,"国家-机构<亚太地区,北约>",positive
韩国国情院,"机构间<北约,北约合作网络防御卓越中心>",positive
北约,"国家-机构<韩国,韩国国情院>",positive
北约合作网络防御卓越中心,"国家-机构<美国,北约>",positive
美国,"国家-机构<美国,北约>",positive
北约,"国家-机构<美国,美国国防部>",positive
美国,"国家间<美国,中国>",positive
美国,"国家-机构<美国,北约>",positive
美国国防部,"国家-机构<亚太国家,北约>",positive
美国,"国家间<美国,亚欧>",negative
亚欧,"国家间<北约其他国家,中国>",negative
北约,"国家间<华,美国>",negative
北约其他国家,"国家间<美国,中国>",negative
中国,"国家-机构<美国,北约>",negative
华,"国家间<欧洲,美国>",negative
美国,"国家间<欧洲,中国>",negative
中国,"国家-机构<中国,北约>",negative
中国,"国家间<欧洲,中国>",negative
北约,"国家间<北约国家,中国>",negative
美国,"机构间<美国,中国>",negative
中国,"国家间<吉布提,中国>",negative
中国,"国家间<中国,美>",negative
美,"国家-机构<美国,北约>",negative
美国,"国家间<中国,美国>",neutral
中国,"国家间<中国,北约国家>",neutral
北约,"国家间<美国,华>",neutral
北约国家,"国家间<中国,美国>",neutral
中国,"国家间<美国,中国>",neutral
北约,"国家-人物<美国,美国国务卿蓬佩奥>",neutral
美国,"国家间<中国,美国>",neutral
华,"国家间<美国,华>",neutral
美国,"国家间<美国,中国>",neutral
中国,"国家间<自由主义国家,中国>",neutral
美国,"国家间<中国,美国>",neutral
中国,"国家间<欧洲盟友,美国>",neutral
美国,"国家-机构<美国,北约>",positive
北约,"国家-机构<美国,北约>",positive
美国,"国家-机构<美国,北约>",positive
北约,"国家-机构<欧洲国家,北约>",positive
北约,"国家-机构<美国,北约>",positive
美国,"国家间<美国,北约国家>",positive
欧洲国家,"国家间<美国,欧洲国家>",positive
美国,"国家-机构<美国,北约>",positive
北约,"国家-机构<主权国家,北约>",positive
北约国家,"国家-机构<美国,北约>",positive
北约,"国家-机构<美国,北约>",positive
北约,"国家间<美国,中东>",positive
